postal_code,latitude,longitude
4802,50.57908,5.8662821
4820,50.6100695,5.8554931
4821,50.60366515,5.867918599999999
4830,50.6198023,5.9438361
4831,50.6137484,5.9375153
4834,50.60160761,5.97227425
4837,50.62247665,5.9823703
4840,50.6608926,5.9708615
4841,50.6760166,5.9254994
4845,50.536934450000004,5.9337420000000005
4850,50.7199472,5.9661223
4851,50.74430575,5.98420755
4852,50.72804893,5.940040145
4860,50.5714706,5.8068552
4861,50.5860238,5.7813129
4870,50.5745625,5.6827349
4877,50.5904409,5.7470794
4880,50.7022941,5.8567429
4890,50.6657656,5.86087
4900,50.4896053,5.8666667
4910,50.5357387,5.8116672
4920,50.47318,5.675677
4950,50.4229202,6.1173269
4960,50.423817,6.0400343
4970,50.401427055,5.9456349
4980,50.3658699,5.8711102
4983,50.36047295,5.8318598999999995
4987,50.40790345,5.786103
4990,50.30608,5.7967525
5000,50.4674593,4.8718068
5001,50.4707019,4.8310868
5002,50.47389555,4.8566188
5003,50.49511,4.85762
5004,50.4769732,4.8835145
5020,50.4775566,4.81096
5021,50.4953566,4.9324641
5024,50.48979776,4.9688124
5030,50.5544842,4.7024756
5031,50.58374,4.77469
5032,50.5195364,4.67263
5060,50.446734,4.630735
5070,50.39859,4.65956
5080,50.50626,4.80568
5081,50.541308195,4.78804261
5100,50.4449137,4.8735318
5101,50.453193049999996,4.9095052500000005
5140,50.52507,4.603259
5150,50.4343733,4.75922
5170,50.3756621,4.8674002
5190,50.466047,4.6786862
5300,50.491642825,5.09483316
5310,50.5833333,4.905303099999999
5330,50.3777222,4.9421604
5332,50.35009,4.96124
5334,50.3742,5.06885
5336,50.3783587,4.9831151
5340,50.4272095,5.03279
5350,50.4334723,5.12464053
5351,50.44215,5.1508202
5352,50.46563615,5.17463415
5353,50.44001,5.22094
5354,50.4440303,5.1858793
5360,50.3453749,5.0922322
5363,50.327387425,5.117850825
5364,50.35857,5.11494
5370,50.3647074,5.2395547
5372,50.36323,5.33634
5374,50.3552115,5.3143175
5377,50.29805089,5.338665
5380,50.5738402,4.9791517
5500,50.24203755,4.9169434
5501,50.2808581,4.9710519
5502,50.2808961,4.9926864
5503,50.2675807,5.0192792
5520,50.23976735,4.8332457
5522,50.284117249999994,4.7961842
5523,50.2539065,4.8329279
5524,50.2460666,4.8161879
5530,50.32579759,4.89990255
5537,50.3,4.8666667
5540,50.2143831,4.82055
5541,50.21286,4.83254
5542,50.18898673,4.8326378
5543,50.16347,4.8313095
5544,50.16573,4.79594
5550,49.8620429,4.9157641
5555,49.927127999999996,5.0251921
5560,50.17091,4.9798922
5561,50.21651,4.985589
5562,50.212091855,5.0389526700000005
5564,50.15751575,5.0640122000000005
5570,50.1003926,4.9059609
5574,50.0988595,5.010168
5575,49.98689,4.9357463
5580,50.1596036,5.2221665
5590,50.2956773,5.1008307
5600,50.17152,4.5430358
5620,50.24655455,4.6468567
5621,50.27498,4.56593
5630,50.17399355,4.414294
5640,50.32621735,4.6464726
5641,50.3055252,4.7021799
5644,50.29689,4.71906
5646,50.28002,4.65924
5650,50.254833500000004,4.469725705
5651,50.289785,4.4804728
5660,50.05,4.4920881
5670,50.07578015,4.640443855
5680,50.1362261,4.739761045
6000,50.4157265,4.449213
6001,50.3922481,4.4436699
6010,50.3893421,4.46587857
6020,50.4182412,4.4308155
6030,50.4055222,4.3957235
6031,50.4166487,4.376359
6032,50.3886584,4.40558493
6040,50.4427249,4.4370311
6041,50.4688896,4.4322027
6042,50.4315093,4.44718
6043,50.455339800000004,4.4760083
6044,50.4411759,4.3859913
6060,50.4240349,4.4807406
6061,50.4019348,4.4777803
6110,50.3744413,4.3756512
6111,50.3774692,4.3504149
6120,50.3265128,4.4172417500000005
6140,50.4110312,4.3271726
6141,50.43664,4.32036
6142,50.39821,4.33217
6150,50.4,4.2666667
6180,50.4577042,4.37580375
6181,50.4908073,4.3321783499999995
6182,50.4445692,4.3497084
6183,50.4631977,4.3288568
6200,50.4,4.5166667
6210,50.5427462,4.4476802
6211,50.5052379,4.4733732
6220,50.4771076,4.5363885
6221,50.50637,4.54986
6223,50.5231456,4.5341105
6224,50.4711955,4.58783
6230,50.50613025,4.3751548
6238,50.5095333,4.3960779
6240,50.42994,4.5364464
6250,50.41114,4.5716149999999995
6280,50.3535249,4.526316850000001
6440,50.1710101,4.326676
6441,50.1935091,4.3535466
6460,50.0844529,4.2660214
6461,50.05219565,4.33254167
6462,50.0633645,4.3640727
6464,50.02576,4.32792
6470,50.16597,4.182086
6500,50.2301798,4.246603815
6511,50.2750402,4.2752095
6530,50.3414098,4.2928918
6531,50.3199001,4.30915164
6534,50.3334575,4.351614
6536,50.289969600000006,4.320355695
6540,50.3682434,4.2662585
6542,50.3397381,4.2098006
6560,50.3087975,4.12167897
6567,50.323534775,4.17579658
6590,50.031015,4.1789941
6591,50.05062,4.20912
6592,50.0379115,4.22144774
6593,49.97559,4.17862
